Reporting - Report PO | PIM;;;;;;;;;;;;;;;
Purchase Order No;Supplier Name;Order Date;Delivery Date;Item ID;Item Name;Item Description;Quantity Ordered;Quantity Delivered;Unit Price;Total Cost;Delivery Status;Defect Rate;Category Barang;Approval Time;Procurment Lead Time
0013/PO/CD/II/2024/CIC/MKES;Alvin Azizi - Tangerang;24-02-2024;05-03-2024;31388;SPANDUK;"Bahan polyster, sablon, Uk. 1,15x8 meter, materi : Citra Indah avenue tahap 2";"100,00";"100,00";68000;"6.800.000,00";Finish;0%;MEDIA INFORMASI;2 Hari;10 Hari
0013/PO/CD/III/2024/CIC/AIMP;Ace Hardware - Cibubur;19-03-2024;05-04-2024;30574;TEMPAT SAMPAH;"Kapasitas 120 liter, warna biru, material: plastik, 2 roda";"63,00";"63,00";479900;"30.233.700,00";Finish;0%;KEBERSIHAN;1 Hari;17 Hari
0014/PO/CD/I/2024/CIC/CI;DASW - Bekasi;26-01-2024;12-02-2024;30040;KERTAS A4;"Kertas A4 75GR, warna putih, BMO";"100,00";"100,00";49000;"4.900.000,00";Finish;0%;ALAT TULIS KANTOR;1 Hari;17 Hari
0014/PO/CD/I/2024/CIC/CIE;PT. PLATBOARD LUTDESINDO;26-01-2024;;31388;SPANDUK;"Bahan flexi, ukuran 8x6 meter, materi harga Waterpark";"1,00";;1580000;"1.580.000,00";Dalam Proses;0%;MEDIA INFORMASI;1 Hari;
0014/PO/CD/II/2024/CIC/MKES;CV. Sanjaya - Bekasi;24-02-2024;07-03-2024;31379;BROSUR;"Pricelist Viola, Cetak hitam putih, 2 muka, materi : kertas A4, per : 30 Okt 2023";"2500,00";"2500,00";250;"625.000,00";Finish;0%;MEDIA INFORMASI;2 Hari;12 Hari
0014/PO/CD/III/2024/CIC/AIMP;PT. PLATBOARD LUTDESINDO;22-03-2024;30-04-2024;31370;BILLBOARD;"Uk 9 x 7 meter, lokasi dpn pom bensin, materi : permai ramadhan";"1,00";"1,00";1917500;"1.917.500,00";Finish;0%;MEDIA INFORMASI;2 Hari;39 Hari
0015/PO/CD/I/2024/CIC/CI;Alvin Azizi - Tangerang;29-01-2024;16-02-2024;31388;SPANDUK;"Polyster sablon, Uk. 1,15x8 meter, materi : rumah siap huni hemat 120juta";"100,00";"100,00";68000;"6.800.000,00";Finish;0%;MEDIA INFORMASI;4 Hari;18 Hari
0015/PO/CD/I/2024/CIC/CIE;PT. PLATBOARD LUTDESINDO;26-01-2024;;31388;SPANDUK;"Bahan flexi, materi: harga Waterpark, ukuran 249x130 cm, posisi sebelum SPBU & perempatan jalan B. Bunga";"2,00";;300437;"600.874,00";Dalam Proses;0%;MEDIA INFORMASI;1 Hari;
0015/PO/CD/II/2024/CIC/MKES;PT. PLATBOARD LUTDESINDO;26-02-2024;05-03-2024;31370;BILLBOARD;"Bahan flexi , ukuran 5x10 meter, materi : Hemat hingga 120jutaan. posisi : taman Cileungsi";"1,00";"1,00";1625000;"1.625.000,00";Finish;0%;MEDIA INFORMASI;4 Hari;8 Hari
0015/PO/CD/III/2024/CIC/AIMP;PT. MITRA PERSADA SARANA TEKNOLOGI - JAKARTA;22-03-2024;26-03-2024;30790;SOFTWARE MICROSOFT WINDOWS;MICROSOFT OFFICE HOME & BUSSINESS 2021;"1,00";"1,00";3900000;"3.900.000,00";Finish;0%;KOMPUTER;0 Hari;4 Hari
0016/PO/CD/I/2024/CIC/CI;GUDANG LEPTOP - TOKOPEDIA;29-01-2024;;32139;CASING KOMPUTER;Casing LCD Bagian Belakang Warna Hitam Notebook Lenovo V310-14iKB;"1,00";;370000;"370.000,00";Dalam Proses;0%;KOMPUTER;4 Hari;
0016/PO/CD/II/2024/CIC/MKES;PT. PLATBOARD LUTDESINDO;29-02-2024;05-03-2024;31370;BILLBOARD;"Bahan flexi , ukuran 10x7 meter, materi : citraindah avenue tahap 2. posisi bundaran FM";"1,00";"1,00";2075000;"2.075.000,00";Finish;0%;MEDIA INFORMASI;18 Hari;5 Hari
0016/PO/CD/II/2024/CIC/MKES;PT. PLATBOARD LUTDESINDO;29-02-2024;05-03-2024;31370;BILLBOARD;"Bahan flexi , ukuran 17,5x2,5 meter, materi : citra indah avenue tahap 2. posisi underpass hadap selatan, (1 sisi)";"1,00";"1,00";1484375;"1.484.375,00";Finish;0%;MEDIA INFORMASI;18 Hari;5 Hari
0016/PO/CD/III/2024/CIC/AIMP;Toko Pasific Elektronik -  Jonggol;26-03-2024;22-04-2024;31458;AC SPLIT WALL;1 AC 1/2 Pk;"1,00";"1,00";2300000;"2.300.000,00";Finish;0%;PENGOLAH UDARA - PENDINGIN;0 Hari;27 Hari
0017/PO/CD/I/2024/CIC/CI;ASWANGGA LAPTOP - TOKOPEDIA;29-01-2024;;32139;CASING KOMPUTER;Casing Frame LCD Bagian Depan Warna Hitam Notebook Lenovo V310-14iKB;"1,00";;275000;"275.000,00";Dalam Proses;0%;KOMPUTER;4 Hari;
0017/PO/CD/I/2024/CIC/CIE;DUNIA PERAHU - JAKARTA;29-01-2024;06-03-2024;31303;VALVE;Tutup pentil ban racer slide;"12,00";"12,00";80000;"960.000,00";Finish;0%;MECHANICAL;4 Hari;37 Hari
0017/PO/CD/III/2024/CIC/AIMP;Toko Pasific Elektronik -  Jonggol;29-03-2024;22-04-2024;31458;AC SPLIT WALL;AC 1/2 PK 1 UNIT BLOK O.16/03;"1,00";"1,00";2300000;"2.300.000,00";Finish;0%;PENGOLAH UDARA - PENDINGIN;3 Hari;24 Hari
0017/PO/CD/III/2024/CIC/AIMP;Toko Pasific Elektronik -  Jonggol;29-03-2024;22-04-2024;31458;AC SPLIT WALL;AC 1/2 PK 1 UNIT BLOK O.16/03;"1,00";"1,00";2300000;"2.300.000,00";Finish;0%;PENGOLAH UDARA - PENDINGIN;3 Hari;24 Hari
0018/PO/CD/I/2024/CIC/CI;ZAROT199 - TOKOPEDIA;29-01-2024;;32139;CASING KOMPUTER;Casing Keyboard Bagian Atas Warna Hitam Notebook Lenovo V310-14iKB;"1,00";;501000;"501.000,00";Dalam Proses;0%;KOMPUTER;4 Hari;
0018/PO/CD/I/2024/CIC/CIE;Toko Pasific Elektronik -  Jonggol;31-01-2024;13-02-2024;31064;DYNABOLT;Dinabolt ukuran 10 x 50 mm;"8,00";"8,00";4500;"36.000,00";Finish;0%;MATERIAL KONSTRUKSI;1 Hari;13 Hari
0018/PO/CD/I/2024/CIC/CIE;Toko Pasific Elektronik -  Jonggol;31-01-2024;13-02-2024;30909;KABEL NYYHY;"Kabel Serabut NYYHY ukuran 2 X 0.75 mm, panjang 50meter/ roll";"2,00";"2,00";325000;"650.000,00";Finish;0%;LISTRIK;1 Hari;13 Hari
0018/PO/CD/I/2024/CIC/CIE;Toko Pasific Elektronik -  Jonggol;31-01-2024;13-02-2024;30179;PANEL BOX;Dorados Duradus Kotak / Junction Box Delta 5/8 Putih Dx -121;"4,00";"4,00";7500;"30.000,00";Finish;0%;AUDIO DAN VISUAL;1 Hari;13 Hari
0018/PO/CD/I/2024/CIC/CIE;Toko Pasific Elektronik -  Jonggol;31-01-2024;13-02-2024;31081;PIPA CONDUIT;"Pipa conduit pvc, ukuran 20 mm, panjang 3 m";"35,00";"35,00";15000;"525.000,00";Finish;0%;MATERIAL KONSTRUKSI;1 Hari;13 Hari
0018/PO/CD/III/2024/CIC/MKES;Toko Pasific Elektronik -  Jonggol;05-03-2024;13-03-2024;31458;AC SPLIT WALL;"AC 1/2PK, Tipe KR5AHQ";"1,00";"1,00";2300000;"2.300.000,00";Finish;0%;PENGOLAH UDARA - PENDINGIN;0 Hari;8 Hari
0018/PO/CD/IV/2024/CIC/AIMP;PT. PLATBOARD LUTDESINDO;02-04-2024;22-04-2024;31365;BANNER;"Bahan flexi, materi Permai, ukuran 269 x 90 cm";"3,00";"3,00";54473;"163.419,00";Finish;0%;MEDIA INFORMASI;1 Hari;20 Hari
0019/PO/CD/I/2024/CIC/CIE;BAKTI PERCETAKAN - JAKARTA;31-01-2024;16-02-2024;31381;FLYER;"Materi waterpark, ukuran A5, warna : Colourfull";"25,00";"25,00";338000;"8.450.000,00";Finish;0%;MEDIA INFORMASI;2 Hari;16 Hari
0019/PO/CD/II/2024/CIC/CI;PT. PLATBOARD LUTDESINDO;06-02-2024;21-02-2024;31365;BANNER;"Bahan flexi, ukuran 75 x 2,1 meter";"1,00";"1,00";3543750;"3.543.750,00";Finish;0%;MEDIA INFORMASI;4 Hari;15 Hari
0019/PO/CD/II/2024/CIC/CI;PT. PLATBOARD LUTDESINDO;06-02-2024;21-02-2024;31365;BANNER;"Bahan flexi, ukuran 25,1 x 2,1 meter";"1,00";"1,00";1185975;"1.185.975,00";Finish;0%;MEDIA INFORMASI;4 Hari;15 Hari
0019/PO/CD/II/2024/CIC/CI;PT. PLATBOARD LUTDESINDO;06-02-2024;21-02-2024;31365;BANNER;"Bahan flexi, ukuran 69,5 x 2,1 meter";"1,00";"1,00";3283875;"3.283.875,00";Finish;0%;MEDIA INFORMASI;4 Hari;15 Hari
0019/PO/CD/II/2024/CIC/CI;PT. PLATBOARD LUTDESINDO;06-02-2024;21-02-2024;31365;BANNER;"Bahan flexi, ukuran 150 x 2,1 meter";"1,00";"1,00";7087500;"7.087.500,00";Finish;0%;MEDIA INFORMASI;4 Hari;15 Hari
0019/PO/CD/III/2024/CIC/MKES;Immanuel Offset Printing - Jakarta;08-03-2024;17-04-2024;30007;AMPLOP PUTIH;"Amplop jendela, ada cetakan logo & alamat PT. MKES";"50,00";"50,00";77500;"3.875.000,00";Finish;0%;ALAT TULIS KANTOR;1 Hari;40 Hari
0019/PO/CD/IV/2024/CIC/AIMP;Ace Hardware - Cibubur;03-04-2024;04-04-2024;30564;ALAT PENGHARUM RUANGAN;"Room freshener, otomatis, dilengkapi LED, Kkapasitas: 260 ml, tenaga baterai,";"3,00";"3,00";249900;"749.700,00";Finish;0%;KEBERSIHAN;43 Hari;1 Hari
0020/PO/CD/II/2024/CIC/CI;PT. MITRA PERSADA SARANA TEKNOLOGI - JAKARTA;06-02-2024;20-02-2024;30779;SOFTWARE AUTODESK;Renewal License Autocad LT Comercial No Contract : 110003462284;"1,00";"1,00";7425000;"7.425.000,00";Finish;0%;KOMPUTER;5 Hari;14 Hari
0020/PO/CD/II/2024/CIC/CI;PT. MITRA PERSADA SARANA TEKNOLOGI - JAKARTA;06-02-2024;20-02-2024;30779;SOFTWARE AUTODESK;Renewal Autocad LT Comercial No Contract : 110003439931;"3,00";"3,00";7425000;"22.275.000,00";Finish;0%;KOMPUTER;5 Hari;14 Hari
0020/PO/CD/III/2024/CIC/MKES;TOKO JASA TANI JONGGOL - BOGOR;15-03-2024;23-04-2024;31766;PUPUK;Pupuk NPK mutiara grower 15-09-20+TE;"10,00";"10,00";24000;"240.000,00";Finish;0%;PERTAMANAN;1 Hari;39 Hari
0021/PO/CD/II/2024/CIC/CI;CENTRAL PLOTTER INDONESIA - JAKARTA;06-02-2024;19-04-2024;30821;PRINTER PLOTTER;Spare part Plotter HP Designjet T730 - Cutter with Clucth;"1,00";"1,00";2500000;"2.500.000,00";Finish;0%;KOMPUTER;5 Hari;73 Hari
0021/PO/CD/II/2024/CIC/CI;CENTRAL PLOTTER INDONESIA - JAKARTA;06-02-2024;19-04-2024;30821;PRINTER PLOTTER;Spare part Plotter HP Designjet T730 - Candela Service Station Assy;"1,00";"1,00";4000000;"4.000.000,00";Finish;0%;KOMPUTER;5 Hari;73 Hari
0021/PO/CD/II/2024/CIC/CIE;Toko Pasific Elektronik -  Jonggol;06-02-2024;01-03-2024;30908;KABEL NYY;"Kabel NYY 2 X 0,75 ( 50M )";"1,00";"1,00";325000;"325.000,00";Finish;0%;LISTRIK;4 Hari;24 Hari
0021/PO/CD/III/2024/CIC/MKES;Toko Buku Gunung Intan - Jonggol;22-03-2024;22-03-2024;30038;KERTAS A 0;Kertas Roll A0;"3,00";"3,00";250000;"750.000,00";Finish;0%;ALAT TULIS KANTOR;2 Hari;0 Hari
0021/PO/CD/V/2024/CIC/AIMP;Toko Pasific Elektronik -  Jonggol;02-05-2024;;31458;AC SPLIT WALL;"AC 1/2PK, Tipe KCR5ANQ";"1,00";;2300000;"2.300.000,00";Dalam Proses;0%;PENGOLAH UDARA - PENDINGIN;2 Hari;
0022/PO/CD/II/2024/CIC/CI;Toko Pasific Elektronik -  Jonggol;09-02-2024;16-02-2024;31178;PELINDUNG KABEL;Spiral Wrapping Band KS-12  10m/roll;"5,00";"5,00";20000;"100.000,00";Finish;0%;MATERIAL KONSTRUKSI;3 Hari;7 Hari
0022/PO/CD/II/2024/CIC/CIE;SIGMATECH - JAKARTA BARAT;09-02-2024;20-02-2024;30957;LAMPU;"100 watt, IP 65, 6500K, Solar Panel";"4,00";"4,00";390750;"1.563.000,00";Finish;0%;LISTRIK;2 Hari;11 Hari
0022/PO/CD/III/2024/CIC/MKES;Toko Pasific Elektronik -  Jonggol;22-03-2024;26-03-2024;30850;HANDPHONE (HP);Hp Infinix Hot 30  Ram 8GB Internal 256GB;"3,00";"3,00";1800000;"5.400.000,00";Finish;0%;KOMUNIKASI;2 Hari;4 Hari
0022/PO/CD/V/2024/CIC/AIMP;Toko Pasific Elektronik -  Jonggol;02-05-2024;;31458;AC SPLIT WALL;"AC 1/2PK, Tipe KCR5ANQ";"1,00";;2300000;"2.300.000,00";Dalam Proses;0%;PENGOLAH UDARA - PENDINGIN;2 Hari;
0023/PO/CD/II/2024/CIC/CI;PT. PLATBOARD LUTDESINDO;15-02-2024;05-03-2024;31370;BILLBOARD;"Bahan flexi , ukuran 10x7 meter, materi : rumah siap huni. posisi bundaran MO";"1,00";"1,00";2075000;"2.075.000,00";Finish;0%;MEDIA INFORMASI;5 Hari;19 Hari
0023/PO/CD/II/2024/CIC/CI;PT. PLATBOARD LUTDESINDO;15-02-2024;05-03-2024;31370;BILLBOARD;"Bahan flexi , ukuran 17,5x2,5 meter, materi : rumah siap huni. posisi underpass";"1,00";"1,00";1484375;"1.484.375,00";Finish;0%;MEDIA INFORMASI;5 Hari;19 Hari
0023/PO/CD/II/2024/CIC/CI;PT. PLATBOARD LUTDESINDO;15-02-2024;05-03-2024;31370;BILLBOARD;"Bahan flexi , ukuran 9x7 meter, materi : imlek. posisi SPBU";"1,00";"1,00";1917500;"1.917.500,00";Finish;0%;MEDIA INFORMASI;5 Hari;19 Hari
0023/PO/CD/II/2024/CIC/CIE;PT. Kencana Sukses Mandiri - Jakarta;09-02-2024;08-03-2024;30922;DRIVER LAMPU LED;"DRIVER LED 30 WATT, 900 MA";"50,00";"50,00";75000;"3.750.000,00";Finish;0%;LISTRIK;2 Hari;28 Hari
0023/PO/CD/III/2024/CIC/MKES;Toko Pasific Elektronik -  Jonggol;26-03-2024;22-04-2024;31458;AC SPLIT WALL;"AC 1/2PK, Tipe KR5AHQ";"1,00";"1,00";2300000;"2.300.000,00";Finish;0%;PENGOLAH UDARA - PENDINGIN;0 Hari;27 Hari
0023/PO/CD/V/2024/CIC/AIMP;PT. PLATBOARD LUTDESINDO;07-05-2024;;31365;BANNER;"Bahan flexi, ukuran 1,86x2,15 meter, banner penutup rumah kosong permai";"1,00";;89978;"89.978,00";Dalam Proses;0%;MEDIA INFORMASI;0 Hari;
0023/PO/CD/V/2024/CIC/AIMP;PT. PLATBOARD LUTDESINDO;07-05-2024;;31365;BANNER;"Bahan flexi, ukuran 6,5x2,15 meter, banner penutup rumah kosong permai";"1,00";;314438;"314.438,00";Dalam Proses;0%;MEDIA INFORMASI;0 Hari;
0023/PO/CD/V/2024/CIC/AIMP;PT. PLATBOARD LUTDESINDO;07-05-2024;;31365;BANNER;"Bahan flexi, ukuran 0,94x1,91 meter, banner penutup rumah kosong permai";"1,00";;40397;"40.397,00";Dalam Proses;0%;MEDIA INFORMASI;0 Hari;
0024/PO/CD/II/2024/CIC/CI;GROSIR STIKER89 - TOKOPEDIA (JAKARTA UTARA);19-02-2024;;31836;STIKER INFORMASI;"Bahan vynil, materi :  jangan membuang tisu ke toilet, ukuran 23x 7.5 cm";"15,00";;8700;"130.500,00";Dalam Proses;0%;RUPA - RUPA;3 Hari;
0024/PO/CD/II/2024/CIC/CIE;BAKTI PERCETAKAN - JAKARTA;09-02-2024;21-02-2024;31795;KOTAK / BOX SOUVENIR;"Mug 5 warna (merah,biru, ungu,hijau, orange), bahan stainless & plastik";"500,00";"500,00";40000;"20.000.000,00";Finish;0%;RUPA - RUPA;4 Hari;12 Hari
0024/PO/CD/III/2024/CIC/MKES;Toko Pasific Elektronik -  Jonggol;29-03-2024;22-04-2024;31458;AC SPLIT WALL;"AC 1/2PK, Tipe KR5AHQ";"1,00";"1,00";2300000;"2.300.000,00";Finish;0%;PENGOLAH UDARA - PENDINGIN;3 Hari;24 Hari
0024/PO/CD/V/2024/CIC/AIMP;PT. PLATBOARD LUTDESINDO;14-05-2024;29-05-2024;31370;BILLBOARD;"Bahan flexi, ukuran 9x7 m, materi Rumah 2 lt smart home";"1,00";"1,00";1917500;"1.917.500,00";Finish;0%;MEDIA INFORMASI;1 Hari;15 Hari
0025/PO/CD/II/2024/CIC/CI;Toko Buku Gunung Intan - Jonggol;24-02-2024;05-03-2024;30056;SIGN HERE STICKER;Sign here;"30,00";"30,00";15000;"450.000,00";Finish;0%;ALAT TULIS KANTOR;1 Hari;10 Hari
0025/PO/CD/II/2024/CIC/CI;Toko Buku Gunung Intan - Jonggol;24-02-2024;05-03-2024;30120;STAPLES KERTAS;HD 10;"4,00";"4,00";15000;"60.000,00";Finish;0%;ALAT TULIS KANTOR;1 Hari;10 Hari
0025/PO/CD/II/2024/CIC/CIE;Emha Busana - Jakarta;19-02-2024;08-05-2024;30339;SERAGAM KARYAWAN;"Seragam waterpark, lengan pendek, kombinasi, bahan american drill, ukuran big size, masing2 orang 2 set";"6,00";"6,00";350000;"2.100.000,00";Finish;0%;FASHION;4 Hari;79 Hari
0025/PO/CD/IV/2024/CIC/MKES;PT. PLATBOARD LUTDESINDO;02-04-2024;22-04-2024;31365;BANNER;"Bahan flexi, materi Avenue, ukuran 269 x 90 cm";"2,00";"2,00";54473;"108.946,00";Finish;0%;MEDIA INFORMASI;1 Hari;20 Hari
0025/PO/CD/IV/2024/CIC/MKES;PT. PLATBOARD LUTDESINDO;02-04-2024;22-04-2024;31365;BANNER;"Bahan flexi, materi Viola, ukuran 269 x 90 cm";"3,00";"3,00";54473;"163.419,00";Finish;0%;MEDIA INFORMASI;1 Hari;20 Hari
0025/PO/CD/V/2024/CIC/AIMP;PT. PLATBOARD LUTDESINDO;14-05-2024;29-05-2024;31365;BANNER;"Bahan flexi, ukuran 4x5 m, materi RC Permai 5 blvd";"1,00";"1,00";450000;"450.000,00";Finish;0%;MEDIA INFORMASI;1 Hari;15 Hari
0025/PO/CD/V/2024/CIC/AIMP;PT. PLATBOARD LUTDESINDO;14-05-2024;29-05-2024;31365;BANNER;"Bahan flexi, ukuran 4x5 m, materi RC Permai 6";"1,00";"1,00";450000;"450.000,00";Finish;0%;MEDIA INFORMASI;1 Hari;15 Hari
0026/PO/CD/II/2024/CIC/CI;Toko Pasific Elektronik -  Jonggol;24-02-2024;08-03-2024;30810;PITA / TINTA/ TONER PRINTER;Toner TN - 2356;"20,00";"20,00";185000;"3.700.000,00";Finish;0%;KOMPUTER;4 Hari;13 Hari
0026/PO/CD/II/2024/CIC/CIE;Toko Pasific Elektronik -  Jonggol;24-02-2024;08-03-2024;30810;PITA / TINTA/ TONER PRINTER;"Compatible, 107A, Warna: Hitam";"20,00";"20,00";240000;"4.800.000,00";Finish;0%;KOMPUTER;3 Hari;13 Hari
0026/PO/CD/IV/2024/CIC/MKES;PT. PLATBOARD LUTDESINDO;02-04-2024;22-04-2024;31370;BILLBOARD;"Bahan flexi, lokasi taman cileungsi, materi rumah siap huni,  uk 5 x 10 meter";"1,00";"1,00";1625000;"1.625.000,00";Finish;0%;MEDIA INFORMASI;1 Hari;20 Hari
0026/PO/CD/V/2024/CIC/AIMP;Toko Pasific Elektronik -  Jonggol;28-05-2024;31-05-2024;31458;AC SPLIT WALL;AC 1/2 PK 1 UNIT;"1,00";"1,00";2350000;"2.350.000,00";Finish;0%;PENGOLAH UDARA - PENDINGIN;1 Hari;3 Hari
0027/PO/CD/II/2024/CIC/CI;Big Thumb - Jakarta;24-02-2024;;31379;BROSUR;"Lipat 3, Bahan: AC 210gsm, Laminating doft, Die cut";"2000,00";;5000;"10.000.000,00";Dalam Proses;0%;MEDIA INFORMASI;3 Hari;
0027/PO/CD/II/2024/CIC/CIE;CREATIVE SOLUTION - JAKARTA;24-02-2024;26-03-2024;30053;KERTAS THERMAL;Uk. 80x80;"100,00";"100,00";13300;"1.330.000,00";Finish;0%;ALAT TULIS KANTOR;3 Hari;31 Hari
0027/PO/CD/IV/2024/CIC/MKES;Toko Pasific Elektronik -  Jonggol;03-04-2024;;31458;AC SPLIT WALL;"AC 1/2PK, Tipe KR5AHQ";"1,00";;2300000;"2.300.000,00";Dalam Proses;0%;PENGOLAH UDARA - PENDINGIN;1 Hari;
0027/PO/CD/IV/2024/CIC/MKES;Toko Pasific Elektronik -  Jonggol;03-04-2024;;31458;AC SPLIT WALL;"AC 1/2PK, Tipe KR5AHQ";"1,00";;2300000;"2.300.000,00";Dalam Proses;0%;PENGOLAH UDARA - PENDINGIN;1 Hari;
0027/PO/CD/V/2024/CIC/AIMP;PT. PLATBOARD LUTDESINDO;28-05-2024;;31365;BANNER;"Roll Banner Permai, ukuran 80x200 cm, bahan flexi";"1,00";;450000;"450.000,00";Dalam Proses;0%;MEDIA INFORMASI;1 Hari;
0028/PO/CD/II/2024/CIC/CI;Alvin Azizi - Tangerang;24-02-2024;05-03-2024;31388;SPANDUK;"Bahan polyster, sablon, Uk. 1,15x8 meter, materi : harga mulai 200jutaan";"100,00";"100,00";68000;"6.800.000,00";Finish;0%;MEDIA INFORMASI;2 Hari;10 Hari
0028/PO/CD/II/2024/CIC/CIE;Emha Busana - Jakarta;26-02-2024;;30339;SERAGAM KARYAWAN;"Seragam waterpark, lengan pendek, kombinasi, bahan american drill, ukuran standar, masing2 orang 2 stel";"2,00";;300000;"600.000,00";Dalam Proses;0%;FASHION;24 Hari;
0028/PO/CD/IV/2024/CIC/MKES;PT. PLATBOARD LUTDESINDO;03-04-2024;22-04-2024;31365;BANNER;"Bahan flexi, materi RUMAH SIAP HUNI HEMAT HINGGA 120 JT, Uk 2x3 meter,  lokasi JABABEKA - CIBARUSAH - CILEUNGSI";"24,00";"24,00";385000;"9.240.000,00";Finish;0%;MEDIA INFORMASI;1 Hari;19 Hari
0028/PO/CD/V/2024/CIC/AIMP;Alvin Azizi - Tangerang;28-05-2024;;31388;SPANDUK;"Bahan polyester, ukuran 8x1,15 meter, materi 3 KT 700juta - Permai";"100,00";;68000;"6.800.000,00";Dalam Proses;0%;MEDIA INFORMASI;1 Hari;
0029/PO/CD/II/2024/CIC/CI;CV. Sanjaya - Bekasi;24-02-2024;07-03-2024;31379;BROSUR;"Pricelist Meranti, Cetak hitam putih, 1 muka, materi : kertas A4, per : 30 Okt 2023";"2500,00";"2500,00";200;"500.000,00";Finish;0%;MEDIA INFORMASI;2 Hari;12 Hari
0029/PO/CD/II/2024/CIC/CIE;PT. Kencana Sukses Mandiri - Jakarta;29-02-2024;08-03-2024;30871;POWER SUPPLY;"DC.12 V 50A, 600 watt, GR9";"4,00";"4,00";830000;"3.320.000,00";Finish;0%;LISTRIK;2 Hari;8 Hari
0029/PO/CD/IV/2024/CIC/MKES;Ace Hardware - Cibubur;04-04-2024;05-04-2024;30564;ALAT PENGHARUM RUANGAN;"Room freshener, otomatis, dilengkapi LED, Kkapasitas: 260 ml, tenaga baterai,";"3,00";"3,00";249900;"749.700,00";Finish;0%;KEBERSIHAN;43 Hari;1 Hari
0029/PO/CD/V/2024/CIC/AIMP;Toko Pasific Elektronik -  Jonggol;30-05-2024;;31458;AC SPLIT WALL;"AC 1/2 PK, tipe AQA-CR5FQDL";"1,00";;2350000;"2.350.000,00";Dalam Proses;0%;PENGOLAH UDARA - PENDINGIN;1 Hari;
0030/PO/CD/II/2024/CIC/CI;Toko Pasific Elektronik -  Jonggol;24-02-2024;04-03-2024;31178;PELINDUNG KABEL;Spiral Wrapping Band KS-12 10m/roll;"30,00";"30,00";20000;"600.000,00";Finish;0%;MATERIAL KONSTRUKSI;2 Hari;9 Hari
0030/PO/CD/II/2024/CIC/CIE;Toko Buku Gunung Intan - Jonggol;29-02-2024;05-03-2024;30040;KERTAS A4;"Kertas A4, 75gr";"30,00";"30,00";45000;"1.350.000,00";Finish;0%;ALAT TULIS KANTOR;2 Hari;5 Hari
0030/PO/CD/IV/2024/CIC/MKES;PT. PLATBOARD LUTDESINDO;23-04-2024;26-04-2024;31365;BANNER;"Roll Banner, bahan : flexi, materi Viola, Uk 200x80 cm";"2,00";"2,00";450000;"900.000,00";Finish;0%;MEDIA INFORMASI;4 Hari;3 Hari
0030/PO/CD/VI/2024/CIC/AIMP;PT. PLATBOARD LUTDESINDO;03-06-2024;;31365;BANNER;"Roll Banner Permai, ukuran 80x200 cm, bahan flexi";"1,00";;450000;"450.000,00";Dalam Proses;0%;MEDIA INFORMASI;4 Hari;
0031/PO/CD/II/2024/CIC/CI;Toko Buku Gunung Intan - Jonggol;26-02-2024;05-03-2024;31570;BATERAI;"Baterai A2, isi 2 pcs";"24,00";"24,00";20000;"480.000,00";Finish;0%;PERALATAN KANTOR LAIN;3 Hari;8 Hari
0031/PO/CD/III/2024/CIC/CIE;BAKTI PERCETAKAN - JAKARTA;08-03-2024;20-03-2024;31836;STIKER INFORMASI;"Bahan vynil, utk perioede April s.d Juni 2024, warna soft blue";"7000,00";"7000,00";2000;"14.000.000,00";Finish;0%;RUPA - RUPA;1 Hari;12 Hari
0031/PO/CD/VI/2024/CIC/AIMP;PT. PLATBOARD LUTDESINDO;03-06-2024;;31388;SPANDUK;"Bahan flexi, ukuran 1x2 meter, materi Ciputra Hub";"1,00";;45000;"45.000,00";Dalam Proses;0%;MEDIA INFORMASI;4 Hari;
0032/PO/CD/II/2024/CIC/CI;BAKTI PERCETAKAN - JAKARTA;26-02-2024;22-03-2024;30512;BENDERA PROYEK;"Bahan saten peles ,warna merah, logo ciputra, ukuran 300X180 cm";"30,00";"30,00";255000;"7.650.000,00";Finish;0%;KARYA SENI - PENGHARGAAN -SIMBOL;3 Hari;25 Hari
0032/PO/CD/II/2024/CIC/CI;BAKTI PERCETAKAN - JAKARTA;26-02-2024;22-03-2024;30512;BENDERA PROYEK;"Bahan saten peles ,warna biru, logo ciputra, ukuran 300X180 cm";"30,00";"30,00";255000;"7.650.000,00";Finish;0%;KARYA SENI - PENGHARGAAN -SIMBOL;3 Hari;25 Hari
0032/PO/CD/III/2024/CIC/CIE;Toko Buku Gunung Intan - Jonggol;08-03-2024;18-03-2024;30085;PAPAN TULIS;Uk. 120 x 240 cm;"1,00";"1,00";600000;"600.000,00";Finish;0%;ALAT TULIS KANTOR;1 Hari;10 Hari
0033/PO/CD/II/2024/CIC/CI;BAKTI PERCETAKAN - JAKARTA;26-02-2024;22-03-2024;30514;UMBUL UMBUL;"Ukuran 9 meter, warna merah, Bahan saten (jahit+obras), Materi: ""Logo CIC"", Ujung bola plastik";"30,00";"30,00";285000;"8.550.000,00";Finish;0%;KARYA SENI - PENGHARGAAN -SIMBOL;3 Hari;25 Hari
